Lead_ID,Name,Email,Phone,Company,Job_Title,Industry,Revenue ($),Location,Previous_Interactions
273,Alice Brown,charlie@example.com,9397887125,Acme Corp,HR Coordinator,Healthcare,8740163,Los Angeles,5
274,John Doe,charlie@example.com,6096543257,Beta LLC,IT Specialist,Retail,5651213,Boston,5
275,Charlie Green,john@example.com,7886425064,Acme Corp,Sales Rep,Finance,1995738,Chicago,5
276,Jane Smith,alice@example.com,4834475608,Omega Ltd,HR Coordinator,Technology,533821,Chicago,1
277,Jane Smith,jane@example.com,7750152248,Widgets Inc,Sales Rep,Manufacturing,4612632,Los Angeles,3
278,Jane Smith,charlie@example.com,7992190100,Beta LLC,IT Specialist,Manufacturing,1852671,Chicago,5
279,Bob Johnson,charlie@example.com,2441151437,Widgets Inc,CEO,Technology,8998039,Los Angeles,3
280,Jane Smith,john@example.com,5338880525,Omega Ltd,Marketing Manager,Retail,8471840,New York,0
281,Charlie Green,alice@example.com,6988220424,Gamma Co,Sales Rep,Retail,175438,New York,1
282,Bob Johnson,john@example.com,3194508219,Beta LLC,Marketing Manager,Technology,6678392,Los Angeles,1
283,Bob Johnson,bob@example.com,4212933471,Beta LLC,IT Specialist,Manufacturing,1649197,Boston,4
284,Charlie Green,jane@example.com,5157055812,Gamma Co,IT Specialist,Retail,6033882,Los Angeles,3
285,Charlie Green,jane@example.com,3254504959,Omega Ltd,CEO,Manufacturing,9744311,Chicago,2
286,Alice Brown,jane@example.com,6354590636,Gamma Co,Sales Rep,Retail,8820491,Boston,1
287,Alice Brown,jane@example.com,2582292709,Acme Corp,HR Coordinator,Retail,7765475,Chicago,1
288,Alice Brown,john@example.com,6474044298,Beta LLC,IT Specialist,Finance,9155007,Boston,3
289,John Doe,alice@example.com,1393522452,Beta LLC,Marketing Manager,Healthcare,7911471,Boston,2
290,John Doe,bob@example.com,4278188459,Beta LLC,IT Specialist,Healthcare,1218172,Boston,4
291,Bob Johnson,john@example.com,8526014460,Beta LLC,HR Coordinator,Healthcare,9024081,Boston,5
292,Bob Johnson,charlie@example.com,2483235271,Beta LLC,Marketing Manager,Manufacturing,7489488,Chicago,2
293,Charlie Green,john@example.com,1476842948,Widgets Inc,Marketing Manager,Retail,7442722,Boston,2
294,Alice Brown,bob@example.com,9173152480,Beta LLC,IT Specialist,Retail,3048727,Los Angeles,1
295,Alice Brown,john@example.com,8991496442,Omega Ltd,IT Specialist,Manufacturing,4152880,San Francisco,1
296,Jane Smith,alice@example.com,9367845295,Gamma Co,CEO,Healthcare,8335962,Los Angeles,5
297,Alice Brown,john@example.com,4862917177,Widgets Inc,HR Coordinator,Healthcare,6081965,New York,1
298,Bob Johnson,charlie@example.com,3025720366,Omega Ltd,Marketing Manager,Manufacturing,8151376,Los Angeles,0
299,Jane Smith,jane@example.com,4979191032,Gamma Co,HR Coordinator,Finance,214739,Los Angeles,2
300,Alice Brown,bob@example.com,6241360363,Acme Corp,Sales Rep,Technology,2482753,New York,0
301,John Doe,charlie@example.com,2055884464,Beta LLC,Marketing Manager,Technology,8162579,San Francisco,4
302,John Doe,charlie@example.com,1339971189,Beta LLC,Marketing Manager,Manufacturing,8482748,Los Angeles,4
303,John Doe,alice@example.com,1066940700,Omega Ltd,IT Specialist,Finance,5997496,Boston,2
304,Charlie Green,alice@example.com,3424706481,Acme Corp,Marketing Manager,Finance,349727,Chicago,0
305,John Doe,charlie@example.com,3526080904,Acme Corp,CEO,Technology,4473742,Los Angeles,1
306,Bob Johnson,john@example.com,1042272936,Gamma Co,CEO,Finance,9214661,San Francisco,3
307,Charlie Green,alice@example.com,9824017518,Beta LLC,Sales Rep,Healthcare,2814225,Chicago,5
308,Jane Smith,john@example.com,2813894773,Widgets Inc,CEO,Technology,172806,Los Angeles,4
309,Charlie Green,jane@example.com,1275298914,Acme Corp,HR Coordinator,Manufacturing,7973434,San Francisco,1
310,John Doe,bob@example.com,8490207492,Widgets Inc,Sales Rep,Technology,3037285,San Francisco,1
311,Alice Brown,john@example.com,6701176087,Acme Corp,CEO,Manufacturing,1849735,New York,4
312,Alice Brown,alice@example.com,5803600902,Beta LLC,IT Specialist,Retail,5661020,New York,3
313,Jane Smith,alice@example.com,3394420800,Omega Ltd,HR Coordinator,Technology,2136935,Los Angeles,3
314,Alice Brown,charlie@example.com,5664497394,Omega Ltd,HR Coordinator,Retail,6314798,New York,2
315,Alice Brown,charlie@example.com,3092739620,Acme Corp,Marketing Manager,Retail,6288484,Chicago,1
316,Alice Brown,john@example.com,6538416409,Beta LLC,IT Specialist,Technology,103116,Los Angeles,2
317,Jane Smith,bob@example.com,1965291680,Omega Ltd,Marketing Manager,Technology,8484396,New York,1
318,Bob Johnson,bob@example.com,5232146022,Gamma Co,Sales Rep,Healthcare,4551287,New York,2
319,Jane Smith,john@example.com,2955565869,Acme Corp,Sales Rep,Finance,5231566,Los Angeles,4
320,Alice Brown,alice@example.com,6086213036,Acme Corp,Marketing Manager,Finance,9693974,Los Angeles,4
321,Bob Johnson,jane@example.com,4761759834,Gamma Co,Sales Rep,Technology,1341095,Los Angeles,1
322,John Doe,bob@example.com,9957117055,Acme Corp,HR Coordinator,Healthcare,8253263,New York,4
323,John Doe,bob@example.com,9311804870,Beta LLC,IT Specialist,Technology,3597361,Chicago,1
324,John Doe,alice@example.com,4716102468,Widgets Inc,CEO,Manufacturing,6884832,Los Angeles,3
325,Charlie Green,jane@example.com,9134397731,Gamma Co,IT Specialist,Healthcare,9889476,Chicago,5
326,John Doe,charlie@example.com,8751530239,Widgets Inc,Sales Rep,Technology,8867890,New York,2
327,Alice Brown,charlie@example.com,3913180894,Beta LLC,CEO,Technology,7222260,San Francisco,5
328,Jane Smith,jane@example.com,2466400315,Beta LLC,CEO,Manufacturing,9034330,Los Angeles,5
329,Jane Smith,bob@example.com,6764907813,Omega Ltd,HR Coordinator,Technology,4674285,New York,5
330,John Doe,charlie@example.com,1676851519,Omega Ltd,CEO,Finance,9761278,New York,2
331,Charlie Green,jane@example.com,9628621813,Gamma Co,CEO,Finance,2086598,San Francisco,3
332,Alice Brown,john@example.com,5826175580,Gamma Co,IT Specialist,Technology,9583509,Los Angeles,3
333,John Doe,jane@example.com,3423177017,Widgets Inc,CEO,Manufacturing,3065929,San Francisco,2
334,Charlie Green,alice@example.com,7585064935,Beta LLC,IT Specialist,Manufacturing,1511845,Boston,4
335,Charlie Green,bob@example.com,7904490959,Widgets Inc,IT Specialist,Manufacturing,7279181,Boston,5
336,Alice Brown,john@example.com,6971796839,Widgets Inc,Sales Rep,Finance,1764567,Boston,0
337,Jane Smith,john@example.com,4442104482,Gamma Co,Marketing Manager,Retail,6423353,San Francisco,5
338,Bob Johnson,bob@example.com,4708680175,Omega Ltd,Sales Rep,Retail,4493967,New York,1
339,Jane Smith,john@example.com,3137215979,Beta LLC,Marketing Manager,Manufacturing,7342389,Los Angeles,2
340,Bob Johnson,jane@example.com,3706959229,Widgets Inc,CEO,Manufacturing,1360572,Boston,5
341,Alice Brown,bob@example.com,3465915217,Beta LLC,IT Specialist,Technology,7441467,Los Angeles,0
342,Jane Smith,charlie@example.com,6930424527,Acme Corp,Marketing Manager,Healthcare,8805625,New York,3
343,Charlie Green,john@example.com,3099784630,Widgets Inc,Sales Rep,Manufacturing,8732843,New York,3
344,Jane Smith,charlie@example.com,6280994927,Omega Ltd,CEO,Retail,6456510,Los Angeles,2
345,Jane Smith,john@example.com,5293392148,Widgets Inc,Marketing Manager,Technology,2314344,Chicago,2
346,Jane Smith,jane@example.com,9639999805,Omega Ltd,HR Coordinator,Finance,5324786,Boston,0
347,Alice Brown,john@example.com,6199151261,Widgets Inc,Sales Rep,Retail,2273323,Boston,4
348,Alice Brown,john@example.com,1938662738,Acme Corp,Marketing Manager,Technology,898538,Los Angeles,2
349,John Doe,bob@example.com,2650682174,Gamma Co,IT Specialist,Healthcare,4170703,San Francisco,1
350,John Doe,charlie@example.com,1207823667,Widgets Inc,Marketing Manager,Healthcare,4841900,Chicago,3
351,Alice Brown,john@example.com,2226245068,Widgets Inc,Sales Rep,Healthcare,3474018,Los Angeles,5
352,Jane Smith,jane@example.com,5795433449,Acme Corp,CEO,Technology,6082215,Boston,5
353,Bob Johnson,charlie@example.com,3235825360,Omega Ltd,IT Specialist,Retail,7877183,San Francisco,1
354,Bob Johnson,jane@example.com,7164083969,Omega Ltd,IT Specialist,Finance,1096505,New York,1
355,Charlie Green,jane@example.com,8932421498,Widgets Inc,Sales Rep,Manufacturing,4956706,Boston,0
356,Alice Brown,bob@example.com,9504927868,Widgets Inc,Marketing Manager,Technology,479471,Boston,1
357,John Doe,bob@example.com,3768270000,Omega Ltd,HR Coordinator,Healthcare,9546332,San Francisco,4
358,Jane Smith,john@example.com,2926979553,Omega Ltd,Sales Rep,Manufacturing,7262034,New York,3
359,Charlie Green,john@example.com,5516078273,Omega Ltd,Sales Rep,Technology,3801636,San Francisco,5
360,Jane Smith,bob@example.com,2211494684,Gamma Co,CEO,Technology,9297083,Boston,5
361,John Doe,alice@example.com,3312707551,Gamma Co,Marketing Manager,Technology,9388639,Boston,4
362,Bob Johnson,alice@example.com,2162088146,Omega Ltd,HR Coordinator,Manufacturing,3329271,New York,5
363,Bob Johnson,john@example.com,7742093280,Gamma Co,HR Coordinator,Finance,2247666,New York,2
364,Jane Smith,john@example.com,7314069629,Acme Corp,Sales Rep,Manufacturing,3851908,Boston,4
365,John Doe,charlie@example.com,2205085772,Beta LLC,Sales Rep,Retail,7854860,Chicago,5
366,Jane Smith,bob@example.com,4046607662,Acme Corp,CEO,Finance,6271758,Los Angeles,0
367,Alice Brown,bob@example.com,7687443699,Gamma Co,Marketing Manager,Retail,2003427,San Francisco,4
368,Bob Johnson,alice@example.com,3303823127,Widgets Inc,HR Coordinator,Healthcare,1572630,Boston,0
369,Jane Smith,jane@example.com,9829455356,Beta LLC,CEO,Manufacturing,7797189,Chicago,3
370,Jane Smith,john@example.com,4767493386,Gamma Co,IT Specialist,Manufacturing,9514730,New York,4
371,Bob Johnson,charlie@example.com,5332516687,Widgets Inc,IT Specialist,Manufacturing,7662794,New York,1
372,John Doe,bob@example.com,3853863214,Beta LLC,CEO,Healthcare,3581619,New York,2
373,Alice Brown,bob@example.com,8326442191,Acme Corp,Marketing Manager,Manufacturing,9035115,San Francisco,5
374,Charlie Green,alice@example.com,6731032907,Beta LLC,Sales Rep,Retail,8362429,New York,5
375,Alice Brown,charlie@example.com,8922232851,Gamma Co,CEO,Retail,431294,San Francisco,1
376,Charlie Green,charlie@example.com,1381508708,Beta LLC,CEO,Manufacturing,2374995,San Francisco,5
377,John Doe,john@example.com,2569986829,Omega Ltd,HR Coordinator,Manufacturing,8639987,Los Angeles,1
378,Bob Johnson,alice@example.com,7812438401,Gamma Co,IT Specialist,Technology,4035636,Chicago,3
379,Jane Smith,bob@example.com,9534181799,Widgets Inc,IT Specialist,Retail,6993414,Los Angeles,3
380,Bob Johnson,bob@example.com,4815739900,Gamma Co,CEO,Finance,4480126,New York,3
381,Alice Brown,john@example.com,4843412775,Widgets Inc,Marketing Manager,Manufacturing,4805584,Chicago,5
382,John Doe,jane@example.com,7252779608,Gamma Co,HR Coordinator,Healthcare,6153217,Los Angeles,5
383,Charlie Green,jane@example.com,4168606240,Acme Corp,Marketing Manager,Retail,5794651,New York,2
384,Bob Johnson,jane@example.com,2928788067,Acme Corp,CEO,Healthcare,7870511,Chicago,1
385,Charlie Green,alice@example.com,7052594725,Gamma Co,HR Coordinator,Healthcare,2526424,San Francisco,3
386,Alice Brown,bob@example.com,2347805007,Acme Corp,Marketing Manager,Manufacturing,9711272,Chicago,5
387,Charlie Green,bob@example.com,1292182890,Widgets Inc,IT Specialist,Retail,4340676,Los Angeles,0
388,Charlie Green,jane@example.com,4037556735,Omega Ltd,IT Specialist,Healthcare,2631828,Los Angeles,4
389,Jane Smith,charlie@example.com,2364191228,Widgets Inc,Sales Rep,Healthcare,8445026,Chicago,3
390,Charlie Green,alice@example.com,6114454470,Omega Ltd,CEO,Manufacturing,6388490,Los Angeles,0
391,Jane Smith,jane@example.com,8792927601,Widgets Inc,Marketing Manager,Finance,2882108,Chicago,1
392,Jane Smith,charlie@example.com,5786831273,Omega Ltd,Sales Rep,Finance,9573126,New York,4
393,Jane Smith,jane@example.com,2352013597,Beta LLC,Marketing Manager,Retail,7440800,San Francisco,0
394,Alice Brown,jane@example.com,3259145464,Beta LLC,HR Coordinator,Healthcare,6832631,Boston,5
395,John Doe,alice@example.com,6202627830,Beta LLC,Marketing Manager,Retail,8874408,Los Angeles,3
396,Charlie Green,bob@example.com,9424083789,Acme Corp,CEO,Finance,1790984,Boston,4
397,John Doe,jane@example.com,5226163214,Gamma Co,Marketing Manager,Retail,1246805,Boston,2
398,Charlie Green,charlie@example.com,7917922939,Beta LLC,CEO,Healthcare,3078784,New York,3
399,Bob Johnson,charlie@example.com,8973440343,Acme Corp,CEO,Healthcare,9350319,New York,5
400,Jane Smith,bob@example.com,2981739586,Gamma Co,IT Specialist,Finance,7763727,Boston,4
401,Bob Johnson,alice@example.com,4313473229,Beta LLC,IT Specialist,Finance,614445,Los Angeles,3
402,John Doe,jane@example.com,3068084819,Widgets Inc,CEO,Technology,226588,Boston,2
403,Charlie Green,alice@example.com,1275854652,Widgets Inc,Sales Rep,Finance,6387486,Los Angeles,3
404,Alice Brown,john@example.com,4391667067,Beta LLC,IT Specialist,Manufacturing,7670218,New York,4
405,Jane Smith,bob@example.com,1215783931,Acme Corp,HR Coordinator,Retail,8024940,San Francisco,4
406,Alice Brown,jane@example.com,6026167407,Beta LLC,IT Specialist,Healthcare,9838325,New York,1
407,Charlie Green,john@example.com,2422050203,Beta LLC,Sales Rep,Technology,8885631,Chicago,3
408,Alice Brown,charlie@example.com,3149588271,Widgets Inc,HR Coordinator,Technology,4102010,Chicago,5
409,Alice Brown,charlie@example.com,9236464939,Widgets Inc,CEO,Finance,5333102,Chicago,3
410,Charlie Green,alice@example.com,8940128209,Omega Ltd,HR Coordinator,Healthcare,321614,New York,0
411,Jane Smith,john@example.com,6334901263,Widgets Inc,HR Coordinator,Technology,1682711,New York,0
412,Bob Johnson,alice@example.com,7048573943,Omega Ltd,Marketing Manager,Finance,1481046,Los Angeles,4
413,Bob Johnson,alice@example.com,4875550562,Beta LLC,Marketing Manager,Retail,6101357,Los Angeles,0
414,Alice Brown,bob@example.com,9309516473,Omega Ltd,HR Coordinator,Finance,9359346,Chicago,5
415,John Doe,john@example.com,6192441346,Beta LLC,CEO,Finance,3628939,New York,1
416,John Doe,john@example.com,4703618965,Acme Corp,Marketing Manager,Finance,6559293,Boston,1
417,Alice Brown,alice@example.com,1079526208,Gamma Co,HR Coordinator,Finance,5285053,Chicago,4
418,Alice Brown,jane@example.com,5006908560,Beta LLC,Marketing Manager,Retail,5872209,New York,3
419,Charlie Green,bob@example.com,6484570053,Beta LLC,IT Specialist,Technology,4046496,San Francisco,3
420,Charlie Green,alice@example.com,3309387732,Omega Ltd,Sales Rep,Manufacturing,9941746,Los Angeles,3
421,Alice Brown,john@example.com,4307849645,Acme Corp,HR Coordinator,Healthcare,3991218,San Francisco,4
422,John Doe,alice@example.com,4495948117,Acme Corp,Sales Rep,Healthcare,1144600,Boston,1
423,Alice Brown,john@example.com,4639368083,Omega Ltd,Sales Rep,Manufacturing,5497833,Chicago,5
424,Alice Brown,alice@example.com,9878409550,Omega Ltd,Sales Rep,Finance,9206738,Los Angeles,5
425,Alice Brown,jane@example.com,1532601666,Widgets Inc,HR Coordinator,Manufacturing,8685038,Chicago,2
426,Alice Brown,john@example.com,8527191912,Acme Corp,Sales Rep,Manufacturing,9454788,Boston,1
427,Charlie Green,alice@example.com,3270696019,Acme Corp,Marketing Manager,Manufacturing,2127757,San Francisco,5
428,Charlie Green,jane@example.com,7078098540,Omega Ltd,HR Coordinator,Healthcare,2260569,New York,2
429,Alice Brown,charlie@example.com,4760541719,Acme Corp,CEO,Finance,6761105,Los Angeles,5
430,Alice Brown,john@example.com,1121286715,Beta LLC,Sales Rep,Manufacturing,7868237,San Francisco,5
431,Bob Johnson,john@example.com,8366185941,Beta LLC,IT Specialist,Finance,3825789,New York,5
432,Bob Johnson,charlie@example.com,3771069253,Gamma Co,HR Coordinator,Technology,9081964,Boston,4
433,John Doe,jane@example.com,1776517796,Widgets Inc,Marketing Manager,Finance,1542670,San Francisco,5
434,Jane Smith,jane@example.com,2192695053,Acme Corp,CEO,Technology,5490271,New York,2
435,John Doe,jane@example.com,5721721789,Omega Ltd,Sales Rep,Retail,5845624,Chicago,4
436,Charlie Green,john@example.com,8277477044,Beta LLC,CEO,Retail,827570,Boston,5
437,Jane Smith,alice@example.com,5057107085,Omega Ltd,Sales Rep,Manufacturing,8110484,New York,3
438,Jane Smith,charlie@example.com,7340227672,Acme Corp,IT Specialist,Finance,8875974,Chicago,1
439,John Doe,alice@example.com,8067844759,Acme Corp,IT Specialist,Technology,6090131,San Francisco,4
440,Charlie Green,john@example.com,9840521060,Omega Ltd,Marketing Manager,Manufacturing,3924907,New York,5
441,Bob Johnson,charlie@example.com,1387296502,Beta LLC,Marketing Manager,Technology,4110167,Chicago,5
442,Alice Brown,charlie@example.com,2422031390,Acme Corp,IT Specialist,Technology,2480585,Boston,5
443,John Doe,bob@example.com,9108905066,Acme Corp,HR Coordinator,Technology,7986299,Boston,2
444,Charlie Green,jane@example.com,9675546060,Omega Ltd,Marketing Manager,Healthcare,9570488,Los Angeles,4
445,Charlie Green,jane@example.com,2437305490,Gamma Co,CEO,Technology,5081624,New York,4
446,Bob Johnson,jane@example.com,3569793541,Widgets Inc,Marketing Manager,Finance,9573089,Los Angeles,2
447,Alice Brown,jane@example.com,3807617344,Widgets Inc,Marketing Manager,Manufacturing,8347982,New York,0
448,Bob Johnson,john@example.com,2162806871,Omega Ltd,Marketing Manager,Manufacturing,3470518,Boston,0
449,Alice Brown,charlie@example.com,7183899841,Omega Ltd,CEO,Manufacturing,5369323,Boston,3
450,Jane Smith,bob@example.com,7223790713,Acme Corp,HR Coordinator,Finance,8687284,Los Angeles,3
451,John Doe,john@example.com,2086179984,Widgets Inc,Marketing Manager,Healthcare,9691329,New York,5
452,John Doe,bob@example.com,7407209618,Widgets Inc,HR Coordinator,Technology,5739150,Boston,3
453,Charlie Green,jane@example.com,5637412396,Beta LLC,Marketing Manager,Technology,1844890,San Francisco,0
454,Alice Brown,charlie@example.com,6711181240,Widgets Inc,Marketing Manager,Technology,3321208,San Francisco,3
455,Bob Johnson,alice@example.com,9022733465,Widgets Inc,Sales Rep,Finance,7488359,Los Angeles,0
456,Jane Smith,alice@example.com,3345384652,Widgets Inc,CEO,Manufacturing,2457911,Boston,1
457,Alice Brown,alice@example.com,5316708784,Beta LLC,Sales Rep,Technology,7617403,San Francisco,2
458,Alice Brown,bob@example.com,8932596725,Beta LLC,Sales Rep,Finance,7629542,Los Angeles,2
459,Jane Smith,bob@example.com,9901382106,Widgets Inc,IT Specialist,Technology,5038891,San Francisco,4
460,Bob Johnson,alice@example.com,9476064997,Gamma Co,Sales Rep,Finance,4434506,Los Angeles,2
461,Bob Johnson,bob@example.com,2680085297,Widgets Inc,CEO,Finance,7383600,Boston,4
462,Jane Smith,john@example.com,2525474781,Gamma Co,Marketing Manager,Manufacturing,8813289,New York,2
463,Jane Smith,alice@example.com,5689488033,Omega Ltd,Marketing Manager,Manufacturing,1061821,Boston,3
464,Alice Brown,charlie@example.com,2333387809,Beta LLC,IT Specialist,Healthcare,7774078,Los Angeles,1
465,Charlie Green,jane@example.com,3617074341,Acme Corp,Sales Rep,Healthcare,548972,Los Angeles,1
466,John Doe,bob@example.com,5708243875,Acme Corp,HR Coordinator,Finance,6777494,Chicago,3
467,Jane Smith,charlie@example.com,7757607173,Beta LLC,IT Specialist,Retail,892022,Chicago,4
468,Bob Johnson,alice@example.com,7815395574,Widgets Inc,Sales Rep,Retail,440228,Los Angeles,3
469,Bob Johnson,john@example.com,9729248326,Widgets Inc,HR Coordinator,Healthcare,4803238,New York,1
470,Jane Smith,bob@example.com,7158347850,Gamma Co,HR Coordinator,Technology,8631412,Chicago,2
471,Bob Johnson,bob@example.com,3154542363,Acme Corp,Sales Rep,Healthcare,7855000,New York,4
472,Bob Johnson,alice@example.com,7046864054,Widgets Inc,HR Coordinator,Retail,8073287,New York,3
473,Jane Smith,charlie@example.com,1455066543,Acme Corp,Sales Rep,Finance,3508637,San Francisco,5
474,John Doe,jane@example.com,4844855473,Acme Corp,Sales Rep,Finance,8943849,San Francisco,4
475,Charlie Green,jane@example.com,6098234522,Widgets Inc,Marketing Manager,Manufacturing,8923330,Boston,2
476,Alice Brown,alice@example.com,5526147454,Widgets Inc,Marketing Manager,Technology,4763985,New York,3
477,Bob Johnson,john@example.com,1304545364,Gamma Co,Marketing Manager,Retail,8261204,Los Angeles,0
478,Alice Brown,john@example.com,7874132733,Gamma Co,IT Specialist,Healthcare,4245666,Los Angeles,5
479,Bob Johnson,john@example.com,3732647972,Widgets Inc,Marketing Manager,Manufacturing,424748,Chicago,4
480,Jane Smith,charlie@example.com,9485644274,Omega Ltd,IT Specialist,Technology,8464166,Chicago,3
481,John Doe,charlie@example.com,7777079957,Acme Corp,HR Coordinator,Technology,8889723,San Francisco,4
482,Alice Brown,bob@example.com,7477323758,Omega Ltd,HR Coordinator,Retail,5658496,Chicago,0
483,Charlie Green,jane@example.com,4699257180,Widgets Inc,CEO,Healthcare,9963283,New York,4
484,Jane Smith,john@example.com,8942296736,Omega Ltd,Sales Rep,Technology,2440852,Los Angeles,4
485,Charlie Green,john@example.com,8269103955,Acme Corp,CEO,Technology,1307647,New York,2
486,Bob Johnson,alice@example.com,1638458554,Acme Corp,HR Coordinator,Finance,4400322,New York,4
487,Jane Smith,bob@example.com,5708419600,Widgets Inc,Sales Rep,Finance,4949478,Boston,3
488,Jane Smith,john@example.com,4259300182,Beta LLC,HR Coordinator,Retail,6334713,New York,3
489,Charlie Green,charlie@example.com,3033902374,Acme Corp,HR Coordinator,Finance,6313562,Los Angeles,0
490,Alice Brown,jane@example.com,8172995465,Omega Ltd,CEO,Manufacturing,7193424,New York,1
491,Bob Johnson,alice@example.com,9288670620,Omega Ltd,Sales Rep,Manufacturing,5938033,New York,2
492,Alice Brown,jane@example.com,1158491180,Gamma Co,Sales Rep,Technology,3928111,Chicago,1
493,Jane Smith,jane@example.com,8642679159,Omega Ltd,IT Specialist,Finance,904418,Boston,4
494,Charlie Green,jane@example.com,6873048286,Omega Ltd,Sales Rep,Finance,1307669,San Francisco,3
495,Jane Smith,bob@example.com,2332288746,Acme Corp,CEO,Finance,5808470,New York,2
496,John Doe,alice@example.com,2075464613,Omega Ltd,Marketing Manager,Healthcare,6323220,Los Angeles,0
497,Charlie Green,john@example.com,5144195518,Omega Ltd,CEO,Finance,7528361,New York,4
498,Alice Brown,charlie@example.com,6640028612,Omega Ltd,IT Specialist,Finance,509456,Los Angeles,2
499,Bob Johnson,jane@example.com,3716448781,Beta LLC,CEO,Manufacturing,1855813,Los Angeles,4
500,Charlie Green,john@example.com,7189620316,Gamma Co,Marketing Manager,Manufacturing,6145038,Chicago,0
501,Jane Smith,charlie@example.com,3069528086,Beta LLC,HR Coordinator,Finance,8391487,Los Angeles,1
502,Bob Johnson,bob@example.com,9926918044,Omega Ltd,Sales Rep,Technology,4902770,Chicago,4
503,Charlie Green,jane@example.com,7925363585,Acme Corp,Marketing Manager,Finance,9466999,Chicago,2
504,Jane Smith,bob@example.com,8974233808,Widgets Inc,Marketing Manager,Healthcare,9584468,Boston,2
505,Alice Brown,alice@example.com,1992713701,Omega Ltd,Marketing Manager,Retail,5741106,Boston,1
506,Jane Smith,bob@example.com,9203907140,Beta LLC,CEO,Finance,3863374,Boston,1
507,Charlie Green,alice@example.com,8832834813,Acme Corp,HR Coordinator,Manufacturing,7741867,Chicago,2
508,Charlie Green,charlie@example.com,3913804308,Gamma Co,IT Specialist,Technology,3641673,Boston,2
509,Alice Brown,charlie@example.com,7773902229,Beta LLC,Sales Rep,Technology,2991494,Chicago,1
510,Charlie Green,alice@example.com,6595260894,Widgets Inc,IT Specialist,Healthcare,2472302,Chicago,4
511,John Doe,john@example.com,2698153130,Omega Ltd,CEO,Manufacturing,6650923,Chicago,3
512,Jane Smith,alice@example.com,2402922829,Omega Ltd,HR Coordinator,Manufacturing,8469224,Los Angeles,4
513,Bob Johnson,charlie@example.com,8264369715,Omega Ltd,CEO,Finance,2613451,Chicago,2
514,John Doe,john@example.com,1020050060,Omega Ltd,Marketing Manager,Finance,3550414,Los Angeles,4
515,Charlie Green,bob@example.com,9789880695,Gamma Co,HR Coordinator,Technology,8972760,New York,2
516,John Doe,jane@example.com,1745177201,Widgets Inc,HR Coordinator,Retail,2651898,Boston,0
517,Alice Brown,bob@example.com,8685579152,Gamma Co,CEO,Manufacturing,1308278,Boston,1
518,John Doe,john@example.com,3267969485,Beta LLC,CEO,Finance,2056562,New York,4
519,John Doe,bob@example.com,6150250734,Beta LLC,IT Specialist,Finance,6816607,Chicago,4
520,Jane Smith,john@example.com,1233922134,Widgets Inc,HR Coordinator,Finance,6973440,Chicago,5
521,Alice Brown,alice@example.com,7831253770,Gamma Co,CEO,Retail,8552083,Boston,0
522,Charlie Green,bob@example.com,2812354596,Acme Corp,Sales Rep,Finance,4251142,Chicago,1
523,Bob Johnson,jane@example.com,1669468028,Beta LLC,IT Specialist,Healthcare,9012182,San Francisco,4
524,John Doe,bob@example.com,2422059490,Omega Ltd,Marketing Manager,Healthcare,2539072,Boston,5
525,Alice Brown,alice@example.com,9596004903,Omega Ltd,CEO,Technology,9124405,San Francisco,0
526,Jane Smith,john@example.com,5022517569,Omega Ltd,HR Coordinator,Technology,3108168,New York,3
527,Bob Johnson,jane@example.com,6564830816,Widgets Inc,Marketing Manager,Manufacturing,2025469,Chicago,1
528,Jane Smith,bob@example.com,3989852225,Widgets Inc,Sales Rep,Retail,4164385,New York,2
529,Bob Johnson,jane@example.com,1877021454,Widgets Inc,CEO,Finance,2460815,Los Angeles,3
530,Alice Brown,alice@example.com,9272520259,Omega Ltd,Sales Rep,Manufacturing,7590322,Boston,0
531,John Doe,alice@example.com,8071732010,Gamma Co,HR Coordinator,Finance,6100329,Los Angeles,1
532,Charlie Green,charlie@example.com,3962726798,Omega Ltd,Marketing Manager,Finance,4095245,Boston,0
533,Bob Johnson,charlie@example.com,6237437591,Omega Ltd,Sales Rep,Technology,9183909,Los Angeles,1
534,John Doe,bob@example.com,8981405043,Widgets Inc,CEO,Healthcare,1905602,Los Angeles,2
535,John Doe,jane@example.com,6755355796,Widgets Inc,CEO,Finance,4021572,Chicago,4
536,Charlie Green,charlie@example.com,5951247233,Acme Corp,IT Specialist,Technology,7327843,Chicago,2
537,Jane Smith,bob@example.com,6356628395,Omega Ltd,Marketing Manager,Manufacturing,5604882,Boston,5
538,Bob Johnson,bob@example.com,6045302882,Acme Corp,Marketing Manager,Healthcare,2040015,San Francisco,3
539,Charlie Green,charlie@example.com,6136765024,Omega Ltd,CEO,Manufacturing,785512,Boston,4
540,Charlie Green,jane@example.com,6880920524,Gamma Co,CEO,Technology,9755208,Boston,3
541,Alice Brown,alice@example.com,3521327007,Widgets Inc,Sales Rep,Healthcare,6491326,Chicago,2
542,Jane Smith,charlie@example.com,9753655892,Gamma Co,CEO,Retail,6721363,Boston,0
543,Bob Johnson,jane@example.com,2920656053,Widgets Inc,Sales Rep,Healthcare,3566278,Boston,5
544,Alice Brown,charlie@example.com,5212965875,Widgets Inc,Sales Rep,Finance,5906228,San Francisco,0
545,Charlie Green,john@example.com,1630108259,Omega Ltd,Marketing Manager,Healthcare,9718716,New York,3
